0	 	 init
1	 1.585591e-02	 iter
2	 1.354250e-02	 iter
3	 7.437176e-03	 iter
4	 7.437176e-03	 iter
5	 7.437176e-03	 iter
6	 4.582581e-03	 iter
7	 3.946859e-03	 iter
8	 3.946859e-03	 iter
9	 3.755619e-03	 iter
10	 3.735657e-03	 iter
11	 3.032502e-03	 iter
12	 3.032502e-03	 iter
13	 3.032502e-03	 iter
14	 2.855766e-03	 iter
15	 2.051329e-03	 iter
16	 2.051329e-03	 iter
17	 1.752973e-03	 iter
18	 1.752973e-03	 iter
19	 1.662364e-03	 iter
20	 1.475357e-03	 iter
21	 1.474491e-03	 iter
22	 1.435916e-03	 iter
23	 1.374056e-03	 iter
24	 1.373104e-03	 iter
25	 1.355129e-03	 iter
26	 1.354205e-03	 iter
27	 1.270273e-03	 iter
28	 1.254775e-03	 iter
29	 1.254775e-03	 iter
30	 1.248617e-03	 iter
31	 1.109592e-03	 iter
32	 8.328183e-04	 iter
33	 8.328183e-04	 iter
34	 8.328183e-04	 iter
35	 8.328183e-04	 iter
36	 8.126064e-04	 iter
37	 7.330505e-04	 iter
38	 6.962690e-04	 iter
39	 6.962690e-04	 iter
40	 6.658826e-04	 iter
41	 6.658826e-04	 iter
42	 6.658826e-04	 iter
43	 6.658826e-04	 iter
44	 6.653355e-04	 iter
45	 6.653355e-04	 iter
46	 6.578301e-04	 iter
47	 6.578301e-04	 iter
48	 5.528108e-04	 iter
49	 5.362635e-04	 iter
50	 5.362635e-04	 iter
51	 5.362635e-04	 iter
52	 5.352821e-04	 iter
53	 5.245592e-04	 iter
54	 5.245592e-04	 iter
55	 5.185536e-04	 iter
56	 5.080963e-04	 iter
57	 5.080963e-04	 iter
58	 4.656443e-04	 iter
59	 4.562118e-04	 iter
60	 4.562118e-04	 iter
61	 4.506481e-04	 iter
62	 4.506481e-04	 iter
63	 4.506481e-04	 iter
64	 4.506481e-04	 iter
65	 4.506481e-04	 iter
66	 4.506481e-04	 iter
67	 4.506481e-04	 iter
68	 4.506481e-04	 iter
69	 4.506481e-04	 iter
70	 4.506481e-04	 iter
71	 4.495873e-04	 iter
72	 4.494195e-04	 iter
73	 4.247535e-04	 iter
74	 4.247535e-04	 iter
75	 4.247535e-04	 iter
76	 4.247535e-04	 iter
77	 3.843997e-04	 iter
78	 3.843997e-04	 iter
79	 3.843997e-04	 iter
80	 3.843997e-04	 iter
81	 3.843997e-04	 iter
82	 3.835527e-04	 iter
83	 3.619504e-04	 iter
84	 3.401869e-04	 iter
85	 3.401869e-04	 iter
86	 2.536026e-04	 iter
87	 2.505104e-04	 iter
88	 2.505104e-04	 iter
89	 2.505104e-04	 iter
90	 2.505104e-04	 iter
91	 2.499122e-04	 iter
92	 2.499122e-04	 iter
93	 2.499122e-04	 iter
94	 2.499122e-04	 iter
95	 2.499122e-04	 iter
96	 2.499122e-04	 iter
97	 2.432056e-04	 iter
98	 2.432056e-04	 iter
99	 2.426825e-04	 iter
100	 2.426825e-04	 iter
101	 2.335067e-04	 iter
102	 2.092477e-04	 iter
103	 1.895359e-04	 iter
104	 1.871295e-04	 iter
105	 1.871295e-04	 iter
106	 1.871295e-04	 iter
107	 1.871295e-04	 iter
108	 1.834718e-04	 iter
109	 1.830405e-04	 iter
110	 1.826719e-04	 iter
111	 1.826719e-04	 iter
112	 1.766994e-04	 iter
113	 1.747146e-04	 iter
114	 1.747146e-04	 iter
115	 1.747146e-04	 iter
116	 1.747146e-04	 iter
117	 1.661558e-04	 iter
118	 1.661558e-04	 iter
119	 1.645666e-04	 iter
120	 1.645666e-04	 iter
121	 1.645666e-04	 iter
122	 1.568425e-04	 iter
123	 1.563506e-04	 iter
124	 1.563506e-04	 iter
125	 1.563506e-04	 iter
126	 1.563506e-04	 iter
127	 1.550033e-04	 iter
128	 1.550033e-04	 iter
129	 1.537786e-04	 iter
130	 1.537786e-04	 iter
131	 1.535637e-04	 iter
132	 1.535637e-04	 iter
133	 1.519897e-04	 iter
134	 1.503237e-04	 iter
135	 1.503237e-04	 iter
136	 1.503237e-04	 iter
137	 1.500352e-04	 iter
138	 1.500352e-04	 iter
139	 1.495845e-04	 iter
140	 1.495845e-04	 iter
141	 1.495845e-04	 iter
142	 1.495845e-04	 iter
143	 1.495845e-04	 iter
144	 1.495845e-04	 iter
145	 1.495845e-04	 iter
146	 1.495845e-04	 iter
147	 1.495845e-04	 iter
148	 1.495845e-04	 iter
149	 1.495845e-04	 iter
150	 1.495845e-04	 iter
151	 1.495845e-04	 iter
152	 1.495845e-04	 iter
153	 1.495845e-04	 iter
153	 1.495845e-04	 done
