0	 	 init
1	 2.140980e-02	 iter
2	 1.636224e-02	 iter
3	 1.281789e-02	 iter
4	 1.103168e-02	 iter
5	 9.475548e-03	 iter
6	 9.181974e-03	 iter
7	 7.143813e-03	 iter
8	 6.377612e-03	 iter
9	 4.890860e-03	 iter
10	 2.500201e-03	 iter
11	 2.121161e-03	 iter
12	 2.044383e-03	 iter
13	 1.761085e-03	 iter
14	 1.174902e-03	 iter
15	 1.116863e-03	 iter
16	 7.102509e-04	 iter
17	 7.102509e-04	 iter
18	 7.102509e-04	 iter
19	 6.424238e-04	 iter
20	 6.424238e-04	 iter
21	 4.971072e-04	 iter
22	 4.971072e-04	 iter
23	 4.882706e-04	 iter
24	 4.315833e-04	 iter
25	 2.798442e-04	 iter
26	 2.798442e-04	 iter
27	 2.798442e-04	 iter
28	 2.193215e-04	 iter
29	 2.193215e-04	 iter
30	 2.078010e-04	 iter
31	 1.962250e-04	 iter
32	 1.765769e-04	 iter
33	 1.765769e-04	 iter
34	 1.757937e-04	 iter
35	 1.745428e-04	 iter
36	 1.739004e-04	 iter
37	 1.733338e-04	 iter
38	 1.732792e-04	 iter
39	 1.732792e-04	 iter
40	 1.628663e-04	 iter
41	 1.628663e-04	 iter
42	 1.607016e-04	 iter
43	 1.607016e-04	 iter
44	 1.607016e-04	 iter
45	 1.592104e-04	 iter
46	 1.589494e-04	 iter
47	 1.585412e-04	 iter
48	 1.585412e-04	 iter
49	 1.585412e-04	 iter
50	 1.584509e-04	 iter
51	 1.584509e-04	 iter
52	 1.572413e-04	 iter
53	 1.497776e-04	 iter
54	 1.497776e-04	 iter
55	 1.497776e-04	 iter
56	 1.497776e-04	 iter
57	 1.497776e-04	 iter
58	 1.470775e-04	 iter
59	 1.470775e-04	 iter
60	 1.453975e-04	 iter
61	 1.453975e-04	 iter
62	 1.453975e-04	 iter
63	 1.450554e-04	 iter
64	 1.450554e-04	 iter
65	 1.450554e-04	 iter
66	 1.437010e-04	 iter
67	 1.437010e-04	 iter
68	 1.437010e-04	 iter
69	 1.437010e-04	 iter
70	 1.437010e-04	 iter
71	 1.364204e-04	 iter
72	 1.338177e-04	 iter
73	 1.338177e-04	 iter
74	 1.338177e-04	 iter
75	 1.321573e-04	 iter
76	 1.314947e-04	 iter
77	 1.314947e-04	 iter
78	 1.308390e-04	 iter
79	 1.308390e-04	 iter
80	 1.308390e-04	 iter
81	 1.284790e-04	 iter
82	 1.281484e-04	 iter
82	 1.281484e-04	 done
